total_entities,avg_attributes_per_entity,has_unstructured_data,nested_entities_count,max_cardinality_score,expected_read_write_ratio,is_realtime_essential,data_growth_rate_gb_month,db_type,normalization_form,indexing_strategy,sharding_key
1,4.0,0,0,0,0.87395,0,6.90483,relational,3nf,primary_key_index,not_required
1,1.0,0,0,0,3.89255,0,13.42954,relational,3nf,primary_key_index,not_required
1,2.0,0,0,0,3.6702500000000002,0,13.38931,relational,3nf,primary_key_index,not_required
1,2.0,0,0,0,2.8291999999999997,0,4.11555,relational,3nf,primary_key_index,not_required
1,2.0,0,0,0,3.90785,0,0.46654000000000007,relational,3nf,primary_key_index,not_required
1,2.0,0,0,0,1.35365,0,3.0248700000000004,relational,3nf,primary_key_index,not_required
1,2.0,0,0,0,2.8040000000000003,0,14.83908,relational,3nf,primary_key_index,not_required
2,2.5,0,0,0,2.3652499999999996,0,8.667499999999999,relational,3nf,primary_key_index,not_required
2,2.5,0,0,0,0.67055,0,4.40014,relational,3nf,primary_key_index,not_required
1,2.0,0,0,0,4.8803,0,4.9872,relational,3nf,primary_key_index,not_required
1,2.0,0,0,0,3.614,1,4.59235,relational,3nf,primary_key_index,not_required
1,3.0,0,0,0,2.41925,0,13.3163,relational,3nf,primary_key_index,not_required
1,2.0,0,0,0,1.8234499999999998,0,3.53743,relational,3nf,primary_key_index,not_required
1,3.0,0,0,0,4.35335,0,1.8447900000000002,relational,3nf,primary_key_index,not_required
2,2.0,0,0,0,0.69755,0,12.40442,relational,3nf,primary_key_index,not_required
2,2.0,0,0,0,1.5377,1,12.38505,relational,3nf,primary_key_index,not_required
2,3.0,0,0,0,4.19585,0,8.29798,relational,3nf,primary_key_index,not_required
4,2.0,0,0,0,4.9703,0,12.68603,relational,3nf,primary_key_index,not_required
2,2.0,0,0,0,2.20415,0,7.4605999999999995,relational,3nf,primary_key_index,not_required
1,1.0,0,0,0,2.6186,0,3.8533100000000005,relational,3nf,primary_key_index,not_required
1,1.0,0,0,0,4.3169,0,13.115150000000002,relational,3nf,primary_key_index,not_required
1,2.0,0,0,0,3.614,1,4.59086,relational,3nf,primary_key_index,not_required
1,2.0,0,0,0,2.0138,0,14.99851,relational,3nf,primary_key_index,not_required
1,2.0,0,0,0,3.75305,0,5.55936,relational,3nf,primary_key_index,not_required
1,2.0,0,0,0,1.9742,0,13.40123,relational,3nf,primary_key_index,not_required
1,2.0,0,0,0,2.3693,0,11.64452,relational,3nf,primary_key_index,not_required
1,2.0,0,0,0,1.98185,0,4.29882,relational,3nf,primary_key_index,not_required
1,2.0,0,0,0,2.1506,0,12.50425,relational,3nf,primary_key_index,not_required
2,2.0,0,0,0,1.24925,0,3.4361099999999998,relational,3nf,primary_key_index,not_required
2,2.0,0,0,0,3.49925,1,8.394829999999999,relational,3nf,primary_key_index,not_required
2,2.0,0,0,0,1.0436,1,9.0549,relational,3nf,primary_key_index,not_required
1,1.0,0,0,0,2.01785,0,3.5776600000000003,relational,3nf,primary_key_index,not_required
1,1.0,0,0,0,1.7280499999999999,0,6.48763,relational,3nf,primary_key_index,not_required
1,1.0,0,0,0,0.5576,0,6.657489999999999,relational,3nf,primary_key_index,not_required
1,1.0,0,0,0,4.93385,0,2.22325,relational,3nf,primary_key_index,not_required
2,2.0,0,0,0,1.7348,1,5.2300699999999996,relational,3nf,primary_key_index,not_required
1,2.0,0,0,0,4.47215,0,14.90911,relational,3nf,primary_key_index,not_required
1,1.0,0,0,0,4.8393500000000005,0,3.46442,relational,3nf,primary_key_index,not_required
1,2.0,0,0,0,3.6005,0,13.18071,relational,3nf,primary_key_index,not_required
1,1.0,0,0,0,3.2864,0,6.66494,relational,3nf,primary_key_index,not_required
1,1.0,0,0,0,4.153549999999999,0,6.19708,relational,3nf,primary_key_index,not_required
1,2.0,0,0,0,0.6593,0,4.3941799999999995,relational,3nf,primary_key_index,not_required
1,2.0,0,0,0,3.80615,0,12.75159,relational,3nf,primary_key_index,not_required
1,2.0,0,0,0,3.7318999999999996,0,12.05278,relational,3nf,primary_key_index,not_required
1,2.0,0,0,0,2.55875,0,9.08321,relational,3nf,primary_key_index,not_required
1,2.0,0,0,0,3.5159000000000002,0,13.87058,relational,3nf,primary_key_index,not_required
1,2.0,0,0,0,1.26275,1,3.78477,relational,3nf,primary_key_index,not_required
2,2.0,0,0,0,2.2937000000000003,0,14.08663,relational,3nf,primary_key_index,not_required
2,2.0,0,0,0,2.28335,0,14.18795,relational,3nf,primary_key_index,not_required
2,2.0,0,0,0,1.19075,0,6.01232,relational,3nf,primary_key_index,not_required
2,1.5,0,0,0,4.8236,0,7.886739999999999,relational,3nf,primary_key_index,not_required
2,1.5,0,0,0,3.10505,0,3.1545,relational,3nf,primary_key_index,not_required
1,1.0,0,0,0,3.9929,1,12.08407,relational,3nf,primary_key_index,not_required
1,1.0,0,0,0,1.7325499999999998,1,12.62196,relational,3nf,primary_key_index,not_required
1,1.0,0,0,0,4.3637,0,6.432499999999999,relational,3nf,primary_key_index,not_required
1,1.0,0,0,0,2.9579,0,13.927200000000001,relational,3nf,primary_key_index,not_required
2,2.0,0,0,0,4.358750000000001,1,0.5991500000000001,relational,3nf,primary_key_index,not_required
1,2.0,0,0,0,4.307,0,2.02508,relational,3nf,primary_key_index,not_required
1,2.0,0,0,0,4.93655,0,8.40377,relational,3nf,primary_key_index,not_required
1,2.0,0,0,0,3.7067,0,2.84607,relational,3nf,primary_key_index,not_required
1,2.0,0,0,0,4.17065,0,7.34736,relational,3nf,primary_key_index,not_required
1,1.0,0,0,0,4.7759,0,13.30885,relational,3nf,primary_key_index,not_required
1,1.0,0,0,0,1.14845,0,5.37907,relational,3nf,primary_key_index,not_required
1,1.0,0,0,0,4.87535,0,6.809469999999999,relational,3nf,primary_key_index,not_required
1,1.0,0,0,0,2.02595,0,10.1873,relational,3nf,primary_key_index,not_required
1,1.0,0,0,0,2.5079,0,7.86588,relational,3nf,primary_key_index,not_required
1,2.0,0,0,0,2.5835,0,3.8667200000000004,relational,3nf,primary_key_index,not_required
1,2.0,0,0,0,3.31385,1,2.2649700000000004,relational,3nf,primary_key_index,not_required
1,1.0,0,0,0,4.956799999999999,1,4.66238,relational,3nf,primary_key_index,not_required
1,3.0,0,0,0,1.5755,0,6.0719199999999995,relational,3nf,primary_key_index,not_required
2,1.5,0,0,0,1.5151999999999999,0,13.71115,relational,3nf,primary_key_index,not_required
2,2.0,0,0,0,4.9883,0,13.55619,relational,3nf,primary_key_index,not_required
2,1.5,0,0,0,4.1800999999999995,0,14.61111,relational,3nf,primary_key_index,not_required
2,2.0,0,0,0,4.8393500000000005,1,10.80714,relational,3nf,primary_key_index,not_required
2,2.0,0,0,0,2.09795,1,5.05127,relational,3nf,primary_key_index,not_required
1,2.0,0,0,0,4.3690999999999995,0,1.13257,relational,3nf,primary_key_index,not_required
1,3.0,0,0,0,4.352449999999999,1,13.01979,relational,3nf,primary_key_index,not_required
1,2.0,0,0,0,4.9487000000000005,0,9.49892,relational,3nf,primary_key_index,not_required
1,2.0,0,0,0,3.8678,0,7.004659999999999,relational,3nf,primary_key_index,not_required
1,2.0,0,0,0,1.96115,1,6.39823,relational,3nf,primary_key_index,not_required
2,1.5,0,0,0,2.88635,0,3.9963500000000005,relational,3nf,primary_key_index,not_required
2,2.0,0,0,0,2.26445,0,11.163250000000001,relational,3nf,primary_key_index,not_required
2,1.5,0,0,0,3.44615,1,4.69665,relational,3nf,primary_key_index,not_required
2,2.0,0,0,0,2.6384,0,8.753919999999999,relational,3nf,primary_key_index,not_required
2,2.0,0,0,0,2.2352,0,0.81222,relational,3nf,primary_key_index,not_required
1,1.0,0,0,0,4.5896,0,4.86949,relational,3nf,primary_key_index,not_required
1,1.0,0,0,0,1.49135,0,0.12235000000000001,relational,3nf,primary_key_index,not_required
1,1.0,0,0,0,3.63425,0,12.43869,relational,3nf,primary_key_index,not_required
1,2.0,0,0,0,3.15005,0,8.23689,relational,3nf,primary_key_index,not_required
1,2.0,0,0,0,3.52355,0,5.116829999999999,relational,3nf,primary_key_index,not_required
1,1.0,0,0,0,2.9552,0,10.844389999999999,relational,3nf,primary_key_index,not_required
1,1.0,0,0,0,3.60185,0,6.72156,relational,3nf,primary_key_index,not_required
2,2.0,0,0,0,1.39055,0,5.4699599999999995,relational,3nf,primary_key_index,not_required
3,1.6666666666666667,0,0,0,4.9361,0,4.29882,relational,3nf,primary_key_index,not_required
1,2.0,0,0,0,2.6487499999999997,1,12.11387,relational,3nf,primary_key_index,not_required
2,2.0,0,0,0,2.63885,0,8.54979,relational,3nf,primary_key_index,not_required
1,1.0,0,0,0,4.17605,0,0.9105599999999999,relational,3nf,primary_key_index,not_required
1,2.0,0,0,0,4.2836,0,9.99062,relational,3nf,primary_key_index,not_required
1,2.0,0,0,0,2.2415000000000003,0,2.03402,relational,3nf,primary_key_index,not_required
1,2.0,0,0,0,3.9600500000000003,0,2.98464,relational,3nf,primary_key_index,not_required
2,2.0,0,0,0,0.6125,1,8.3397,relational,3nf,primary_key_index,not_required
1,3.0,0,0,0,1.55885,0,6.40419,relational,3nf,primary_key_index,not_required
2,2.0,0,0,0,4.0829,0,8.311390000000001,relational,3nf,primary_key_index,not_required
1,3.0,0,0,0,3.06905,0,3.0516900000000002,relational,3nf,primary_key_index,not_required
1,1.0,0,0,0,4.41095,0,1.06105,relational,3nf,primary_key_index,not_required
1,1.0,0,0,0,1.1984,1,5.94527,relational,3nf,primary_key_index,not_required
1,2.0,0,0,0,1.0526,0,4.17664,relational,3nf,primary_key_index,not_required
1,1.0,0,0,0,1.0683500000000001,1,9.70454,relational,3nf,primary_key_index,not_required
1,2.0,0,0,0,4.595,0,14.53214,relational,3nf,primary_key_index,not_required
1,2.0,0,0,0,3.6752000000000002,0,2.4199300000000004,relational,3nf,primary_key_index,not_required
1,1.0,0,0,0,0.617,0,4.4955,relational,3nf,primary_key_index,not_required
1,3.0,0,0,0,3.5852,0,8.55575,relational,3nf,primary_key_index,not_required
1,1.0,0,0,0,2.16455,0,6.57405,relational,3nf,primary_key_index,not_required
1,3.0,0,0,0,4.58015,0,0.5410400000000001,relational,3nf,primary_key_index,not_required
1,2.0,0,0,0,3.9722,0,9.55107,relational,3nf,primary_key_index,not_required
1,2.0,0,0,0,4.0847,0,11.74286,relational,3nf,primary_key_index,not_required
1,1.0,0,0,0,1.74425,0,14.845040000000001,relational,3nf,primary_key_index,not_required
1,2.0,0,0,0,2.2415000000000003,1,11.957419999999999,relational,3nf,primary_key_index,not_required
1,2.0,0,0,0,1.5070999999999999,0,2.2157999999999998,relational,3nf,primary_key_index,not_required
1,1.0,0,0,0,2.78735,0,2.88034,relational,3nf,primary_key_index,not_required
1,3.0,0,0,0,3.62435,0,11.91719,relational,3nf,primary_key_index,not_required
1,1.0,0,0,0,0.96035,1,0.40396,relational,3nf,primary_key_index,not_required
1,3.0,0,0,0,1.2596,0,2.30967,relational,3nf,primary_key_index,not_required
1,2.0,0,0,0,2.76845,0,4.23177,relational,3nf,primary_key_index,not_required
1,2.0,0,0,0,2.75045,0,0.61554,relational,3nf,primary_key_index,not_required
1,3.0,0,0,0,4.19585,0,11.3495,relational,3nf,primary_key_index,not_required
1,1.0,0,0,0,1.6097000000000001,0,6.90334,relational,3nf,primary_key_index,not_required
1,3.0,0,0,0,3.68375,0,10.16495,relational,3nf,primary_key_index,not_required
1,2.0,0,0,0,2.61455,0,4.143859999999999,relational,3nf,primary_key_index,not_required
1,2.0,0,0,0,3.6464000000000003,1,11.704120000000001,relational,3nf,primary_key_index,not_required
1,4.0,0,0,0,1.1381000000000001,0,1.74049,relational,3nf,primary_key_index,not_required
1,2.0,0,0,0,1.7771,1,5.25689,relational,3nf,primary_key_index,not_required
1,3.0,0,0,0,3.7202,0,11.221359999999999,relational,3nf,primary_key_index,not_required
1,3.0,0,0,0,0.66245,0,13.3461,relational,3nf,primary_key_index,not_required
1,3.0,0,0,0,4.19675,0,7.47103,relational,3nf,primary_key_index,not_required
1,2.0,0,0,0,1.5201500000000001,0,14.65432,relational,3nf,primary_key_index,not_required
1,3.0,0,0,0,4.86365,0,4.2392199999999995,relational,3nf,primary_key_index,not_required
1,1.0,0,0,0,4.04555,0,5.9557,relational,3nf,primary_key_index,not_required
1,1.0,0,0,0,3.56765,0,9.33949,relational,3nf,primary_key_index,not_required
1,1.0,0,0,0,3.3674,0,13.52937,relational,3nf,primary_key_index,not_required
1,1.0,0,0,0,1.8248,0,14.552999999999999,relational,3nf,primary_key_index,not_required
2,2.0,0,0,0,3.87455,1,2.8073300000000003,relational,3nf,primary_key_index,not_required
2,2.0,0,0,0,1.57955,0,13.99574,relational,3nf,primary_key_index,not_required
2,1.5,0,0,0,3.974,0,3.60001,relational,3nf,primary_key_index,not_required
2,1.5,0,0,0,3.7481,0,6.67835,relational,3nf,primary_key_index,not_required
1,1.0,0,0,0,1.913,0,8.04021,relational,3nf,primary_key_index,not_required
2,1.0,0,0,0,4.63415,0,9.9936,relational,3nf,primary_key_index,not_required
3,2.0,0,0,0,1.01525,0,5.885669999999999,relational,3nf,primary_key_index,not_required
3,2.0,0,0,0,2.2046,1,14.56343,relational,3nf,primary_key_index,not_required
3,2.0,0,0,0,1.7771,0,14.176029999999999,relational,3nf,primary_key_index,not_required
4,1.75,0,0,0,3.5168,0,7.49785,relational,3nf,primary_key_index,not_required
2,1.5,0,0,0,4.72955,0,10.065119999999999,relational,3nf,primary_key_index,not_required
2,2.0,0,0,0,4.47935,0,6.85119,relational,3nf,primary_key_index,not_required
2,2.0,0,0,0,4.90055,0,8.88504,relational,3nf,primary_key_index,not_required
3,2.0,0,0,0,4.5086,0,7.630459999999999,relational,3nf,primary_key_index,not_required
1,1.0,0,0,0,4.7174000000000005,1,6.64408,relational,3nf,primary_key_index,not_required
1,1.0,0,0,0,3.713,0,8.25924,relational,3nf,primary_key_index,not_required
1,1.0,0,0,0,3.5267,0,2.4393000000000002,relational,3nf,primary_key_index,not_required
1,2.0,0,0,0,1.0571,0,3.0427500000000003,relational,3nf,primary_key_index,not_required
1,2.0,0,0,0,3.6464000000000003,0,10.72072,relational,3nf,primary_key_index,not_required
1,2.0,0,0,0,4.22375,0,9.934000000000001,relational,3nf,primary_key_index,not_required
1,1.0,0,0,0,1.9683499999999998,1,2.5138000000000003,relational,3nf,primary_key_index,not_required
1,1.0,0,0,0,3.5226499999999996,0,5.037859999999999,relational,3nf,primary_key_index,not_required
1,1.0,0,0,0,0.91985,0,13.660490000000001,relational,3nf,primary_key_index,not_required
1,1.0,0,0,0,4.8326,0,9.8148,relational,3nf,primary_key_index,not_required
1,1.0,0,0,0,3.0524,0,11.59833,relational,3nf,primary_key_index,not_required
1,2.0,0,0,0,3.2670500000000002,1,2.83862,relational,3nf,primary_key_index,not_required
1,1.0,0,0,0,3.58745,1,2.77008,relational,3nf,primary_key_index,not_required
1,1.0,0,0,0,2.26175,1,3.01742,relational,3nf,primary_key_index,not_required
1,1.0,0,0,0,2.8760000000000003,0,8.17878,relational,3nf,primary_key_index,not_required
1,4.0,0,0,0,1.65875,1,10.64324,relational,3nf,primary_key_index,not_required
1,2.0,0,0,0,4.44515,1,9.6956,relational,3nf,primary_key_index,not_required
1,1.0,0,0,0,1.1642000000000001,0,0.47250000000000003,relational,3nf,primary_key_index,not_required
1,2.0,0,0,0,0.9545,0,4.59533,relational,3nf,primary_key_index,not_required
1,2.0,0,0,0,2.10515,0,1.3963,relational,3nf,primary_key_index,not_required
1,2.0,0,0,0,2.18525,0,9.026589999999999,relational,3nf,primary_key_index,not_required
1,1.0,0,0,0,1.8045499999999999,0,12.618979999999999,relational,3nf,primary_key_index,not_required
1,1.0,0,0,0,1.2074,0,5.17494,relational,3nf,primary_key_index,not_required
1,2.0,0,0,0,3.3237499999999995,1,9.94294,relational,3nf,primary_key_index,not_required
1,2.0,0,0,0,3.9839,0,7.70198,relational,3nf,primary_key_index,not_required
1,1.0,0,0,0,0.8159000000000001,0,8.151959999999999,relational,3nf,primary_key_index,not_required
1,1.0,0,0,0,3.1388000000000003,0,14.651340000000001,relational,3nf,primary_key_index,not_required
1,1.0,0,0,0,4.5878,0,7.29968,relational,3nf,primary_key_index,not_required
1,2.0,0,0,0,4.1297,0,3.4986900000000003,relational,3nf,primary_key_index,not_required
1,1.0,0,0,0,4.8096499999999995,0,3.85629,relational,3nf,primary_key_index,not_required
1,1.0,0,0,0,2.0534,0,14.39059,relational,3nf,primary_key_index,not_required
1,1.0,0,0,0,2.40845,1,6.71113,relational,3nf,primary_key_index,not_required
1,1.0,0,0,0,2.23475,1,7.252,relational,3nf,primary_key_index,not_required
1,1.0,0,0,0,3.3097999999999996,0,5.54893,relational,3nf,primary_key_index,not_required
2,1.0,0,0,0,3.4812499999999997,0,6.67537,relational,3nf,primary_key_index,not_required
2,2.0,0,0,0,2.7666500000000003,1,8.61833,relational,3nf,primary_key_index,not_required
2,1.5,0,0,0,2.9777,0,9.40654,relational,3nf,primary_key_index,not_required
1,1.0,0,0,0,1.22045,0,13.842270000000001,relational,3nf,primary_key_index,not_required
1,1.0,0,0,0,2.039,0,1.32478,relational,3nf,primary_key_index,not_required
2,1.5,0,0,0,4.6634,1,14.7318,relational,3nf,primary_key_index,not_required
2,4.0,0,0,0,2.1182,0,1.7121800000000003,relational,3nf,primary_key_index,not_required
3,2.0,0,0,0,3.70085,1,1.63172,relational,3nf,primary_key_index,not_required
2,4.0,0,0,0,1.6321999999999999,0,8.23242,relational,3nf,primary_key_index,not_required
3,2.0,0,0,0,4.390700000000001,0,2.53317,relational,3nf,primary_key_index,not_required
3,2.3333333333333335,0,0,0,4.187749999999999,0,5.42228,relational,3nf,primary_key_index,not_required
3,1.6666666666666667,0,0,0,0.9977,0,7.14621,relational,3nf,primary_key_index,not_required
2,2.5,0,0,0,2.02415,0,14.81226,relational,3nf,primary_key_index,not_required
3,1.6666666666666667,0,0,0,4.89245,1,9.5019,relational,3nf,primary_key_index,not_required
2,4.0,0,0,0,1.8139999999999998,0,11.465720000000001,relational,3nf,primary_key_index,not_required
1,1.0,0,0,0,1.12235,0,1.38885,relational,3nf,primary_key_index,not_required
1,2.0,0,0,0,1.42475,0,4.569999999999999,relational,3nf,primary_key_index,not_required
1,2.0,0,0,0,2.435,0,1.70473,relational,3nf,primary_key_index,not_required
2,2.5,0,0,0,0.61025,0,5.718789999999999,relational,3nf,primary_key_index,not_required
2,2.0,0,0,0,2.56595,0,3.4033300000000004,relational,3nf,primary_key_index,not_required
2,2.5,0,0,0,4.9109,0,9.43038,relational,3nf,primary_key_index,not_required
2,1.5,0,0,0,3.1298000000000004,0,13.161340000000001,relational,3nf,primary_key_index,not_required
1,1.0,0,0,0,1.436,1,4.66834,relational,3nf,primary_key_index,not_required
1,1.0,0,0,0,4.286300000000001,0,3.30797,relational,3nf,primary_key_index,not_required
1,1.0,0,0,0,1.6223,1,2.53466,relational,3nf,primary_key_index,not_required
2,2.0,0,0,0,2.17985,0,11.30629,relational,3nf,primary_key_index,not_required
1,3.0,0,0,0,4.38215,0,7.699,relational,3nf,primary_key_index,not_required
1,2.0,0,0,0,4.0005500000000005,0,11.4389,relational,3nf,primary_key_index,not_required
1,2.0,0,0,0,0.7866500000000001,0,6.62918,relational,3nf,primary_key_index,not_required
1,2.0,0,0,0,2.01965,0,3.48081,relational,3nf,primary_key_index,not_required
1,2.0,0,0,0,1.29515,0,4.86651,relational,3nf,primary_key_index,not_required
2,2.0,0,0,0,3.4501999999999997,0,2.62704,relational,3nf,primary_key_index,not_required
2,1.5,0,0,0,3.48485,0,4.79052,relational,3nf,primary_key_index,not_required
1,3.0,0,0,0,1.06745,0,9.51531,relational,3nf,primary_key_index,not_required
1,4.0,0,0,0,1.0697,0,14.39208,relational,3nf,primary_key_index,not_required
1,1.0,0,0,0,4.6688,0,0.43078000000000005,relational,3nf,primary_key_index,not_required
1,1.0,0,0,0,1.9193,0,11.37334,relational,3nf,primary_key_index,not_required
1,3.0,0,0,0,4.979299999999999,1,6.900359999999999,relational,3nf,primary_key_index,not_required
2,2.0,0,0,0,3.1864999999999997,0,12.40442,relational,3nf,primary_key_index,not_required
2,2.0,0,0,0,4.5716,0,8.87163,relational,3nf,primary_key_index,not_required
1,5.0,0,0,0,3.218,0,13.13005,relational,3nf,primary_key_index,not_required
2,3.0,0,0,0,1.11965,0,9.86844,relational,3nf,primary_key_index,not_required
1,3.0,0,0,0,4.18235,0,7.51275,relational,3nf,primary_key_index,not_required
2,2.0,0,0,0,3.5591,0,12.98701,relational,3nf,primary_key_index,not_required
1,1.0,0,0,0,4.15085,0,4.58639,relational,3nf,primary_key_index,not_required
1,3.0,0,0,0,1.8113,0,11.8114,relational,3nf,primary_key_index,not_required
1,3.0,0,0,0,3.65765,0,9.57938,relational,3nf,primary_key_index,not_required
1,3.0,0,0,0,1.63535,0,3.7743400000000005,relational,3nf,primary_key_index,not_required
1,2.0,0,0,0,1.4062999999999999,0,5.32841,relational,3nf,primary_key_index,not_required
2,2.0,0,0,0,3.8786,0,6.44591,relational,3nf,primary_key_index,not_required
2,2.0,0,0,0,3.443,0,10.455499999999999,relational,3nf,primary_key_index,not_required
2,2.5,0,0,0,4.559,0,11.11408,relational,3nf,primary_key_index,not_required
1,1.0,0,0,0,4.07615,0,12.273299999999999,relational,3nf,primary_key_index,not_required
1,1.0,0,0,0,2.9345000000000003,1,1.7986000000000002,relational,3nf,primary_key_index,not_required
1,1.0,0,0,0,3.16355,0,12.97062,relational,3nf,primary_key_index,not_required
1,2.0,0,0,0,3.13475,0,6.65004,relational,3nf,primary_key_index,not_required
1,2.0,0,0,0,1.9715,0,8.81352,relational,3nf,primary_key_index,not_required
2,2.0,0,0,0,3.07355,0,6.27605,relational,3nf,primary_key_index,not_required
2,2.0,0,0,0,4.0091,0,9.02212,relational,3nf,primary_key_index,not_required
2,2.0,0,0,0,1.2645499999999998,0,11.570020000000001,relational,3nf,primary_key_index,not_required
2,1.5,0,0,0,4.077500000000001,1,7.12386,relational,3nf,primary_key_index,not_required
3,2.3333333333333335,0,0,0,1.92695,0,8.86567,relational,3nf,primary_key_index,not_required
3,2.3333333333333335,0,0,0,3.3237499999999995,0,7.630459999999999,relational,3nf,primary_key_index,not_required
2,2.0,0,0,0,4.49825,0,10.54192,relational,3nf,primary_key_index,not_required
3,2.0,0,0,0,2.38865,0,2.58383,relational,3nf,primary_key_index,not_required
2,2.0,0,0,0,2.45795,0,5.3969499999999995,relational,3nf,primary_key_index,not_required
4,2.25,0,0,0,4.2656,0,3.02189,relational,3nf,primary_key_index,not_required
1,2.0,0,0,0,4.9388000000000005,0,2.71346,relational,3nf,primary_key_index,not_required
3,2.0,0,0,0,4.47935,0,1.67791,relational,3nf,primary_key_index,not_required
3,2.0,0,0,0,3.61265,0,11.345030000000001,relational,3nf,primary_key_index,not_required
2,1.5,0,0,0,1.10525,0,6.776689999999999,relational,3nf,primary_key_index,not_required
1,1.0,0,0,0,3.371,0,3.1098000000000003,relational,3nf,primary_key_index,not_required
1,2.0,0,0,0,3.7093999999999996,1,8.834380000000001,relational,3nf,primary_key_index,not_required
1,2.0,0,0,0,2.72795,1,2.94441,relational,3nf,primary_key_index,not_required
1,2.0,0,0,0,4.5941,0,1.56318,relational,3nf,primary_key_index,not_required
1,2.0,0,0,0,1.7222,1,3.62385,relational,3nf,primary_key_index,not_required
1,2.0,0,0,0,4.09235,0,8.94017,relational,3nf,primary_key_index,not_required
1,1.0,0,0,0,3.6054500000000003,0,14.70647,relational,3nf,primary_key_index,not_required
1,1.0,0,0,0,4.28585,0,11.82928,relational,3nf,primary_key_index,not_required
1,1.0,0,0,0,1.3874,1,1.10277,relational,3nf,primary_key_index,not_required
3,2.0,0,0,0,4.8578,1,10.97402,relational,3nf,primary_key_index,not_required
3,2.3333333333333335,0,0,0,3.3935,1,5.733689999999999,relational,3nf,primary_key_index,not_required
3,2.0,0,0,0,0.8141,0,8.82246,relational,3nf,primary_key_index,not_required
2,2.0,0,0,0,4.09235,0,12.65027,relational,3nf,primary_key_index,not_required
2,1.5,0,0,0,1.7429000000000001,0,1.44696,relational,3nf,primary_key_index,not_required
2,2.0,0,0,0,3.98885,0,3.6640800000000002,relational,3nf,primary_key_index,not_required
3,2.6666666666666665,0,0,0,2.90615,0,13.98233,relational,3nf,primary_key_index,not_required
2,2.0,0,0,0,2.24735,0,12.017019999999999,relational,3nf,primary_key_index,not_required
1,1.0,0,0,0,4.66115,0,6.54127,relational,3nf,primary_key_index,not_required
1,3.0,0,0,0,4.3214,0,8.02084,relational,3nf,primary_key_index,not_required
1,2.0,0,0,0,4.2926,0,11.0366,relational,3nf,primary_key_index,not_required
2,3.0,0,0,0,1.58315,0,9.08917,relational,3nf,primary_key_index,not_required
2,2.0,0,0,0,0.9275,0,8.07895,relational,3nf,primary_key_index,not_required
1,1.0,0,0,0,2.80805,0,5.24646,relational,3nf,primary_key_index,not_required
1,1.0,0,0,0,4.63145,0,8.067029999999999,relational,3nf,primary_key_index,not_required
2,2.0,0,0,0,1.3221500000000002,1,4.22134,relational,3nf,primary_key_index,not_required
2,1.0,0,0,0,4.8578,0,7.80777,relational,3nf,primary_key_index,not_required
3,2.0,0,0,0,3.947,1,8.2652,relational,3nf,primary_key_index,not_required
2,2.0,0,0,0,2.0876,0,6.0451,relational,3nf,primary_key_index,not_required
1,1.0,0,0,0,3.0074,0,4.82926,relational,3nf,primary_key_index,not_required
1,1.0,0,0,0,4.93835,0,5.104909999999999,relational,3nf,primary_key_index,not_required
1,4.0,0,0,0,2.57045,0,14.3891,relational,3nf,primary_key_index,not_required
1,4.0,0,0,0,2.88635,0,6.703679999999999,relational,3nf,primary_key_index,not_required
1,1.0,0,0,0,0.6750499999999999,0,2.60618,relational,3nf,primary_key_index,not_required
1,4.0,0,0,0,2.4705500000000002,0,10.46891,relational,3nf,primary_key_index,not_required
1,3.0,0,0,0,4.005050000000001,0,1.09532,relational,3nf,primary_key_index,not_required
2,3.0,0,0,0,1.0769000000000002,0,7.1447199999999995,relational,3nf,primary_key_index,not_required
2,2.0,0,0,0,2.98535,0,10.97998,relational,3nf,primary_key_index,not_required
1,1.0,0,0,0,0.6791,0,11.18858,relational,3nf,primary_key_index,not_required
2,2.5,0,0,0,2.24015,0,7.01211,relational,3nf,primary_key_index,not_required
1,1.0,0,0,0,4.04105,0,3.98443,relational,3nf,primary_key_index,not_required
1,1.0,0,0,0,4.0721,0,5.31798,relational,3nf,primary_key_index,not_required
2,2.0,0,0,0,4.8618500000000004,0,6.81841,relational,3nf,primary_key_index,not_required
2,2.0,0,0,0,0.9185,0,4.331599999999999,relational,3nf,primary_key_index,not_required
1,1.0,0,0,0,3.8034499999999998,0,9.974229999999999,relational,3nf,primary_key_index,not_required
1,1.0,0,0,0,4.7651,0,5.6100200000000005,relational,3nf,primary_key_index,not_required
1,1.0,0,0,0,4.49915,0,1.02678,relational,3nf,primary_key_index,not_required
1,2.0,0,0,0,3.9901999999999997,0,12.76202,relational,3nf,primary_key_index,not_required
3,2.0,0,0,0,2.9497999999999998,0,3.7072900000000004,relational,3nf,primary_key_index,not_required
1,1.0,0,0,0,2.82875,0,9.36184,relational,3nf,primary_key_index,not_required
1,1.0,0,0,0,4.3839500000000005,0,4.14535,relational,3nf,primary_key_index,not_required
1,1.0,0,0,0,0.9581,1,10.80863,relational,3nf,primary_key_index,not_required
1,1.0,0,0,0,0.6152,0,14.67518,relational,3nf,primary_key_index,not_required
1,1.0,0,0,0,3.0528500000000003,0,9.88483,relational,3nf,primary_key_index,not_required
2,1.5,0,0,0,1.63355,0,3.44058,relational,3nf,primary_key_index,not_required
1,1.0,0,0,0,1.157,0,9.896749999999999,relational,3nf,primary_key_index,not_required
